servicio_id,fecha_servicio,tipo_servicio,ciudad,cliente,proveedor_id,tiempo_respuesta_min,estado_servicio,costo_servicio
SRV001412,2024-01-06 04:37:00,Batería,Bogotá,Seguros del Estado,32,25.0,Completado,96471
SRV002707,2024-02-15 20:31:00,Batería,Bogota D.C.,Ecopetrol,21,38.0,Completado,117289
SRV001150,2024-04-05 22:09:00,Grúa,Bogotá,Banco Davivienda,51,84.0,Completado,306384
SRV008573,2024-04-05 10:35:00,Batería,Bogotá,Mundial Seguros,34,13.0,Completado,121724
SRV004394,2024-03-08 22:51:00,Ambulancia,Bogotá,Sura Seguros,48,17.0,Completado,225792
SRV000991,2024-06-10 07:04:00,Cerrajería,Medellín,HDI Seguros,92,28.0,Completado,91378
SRV002800,2024-05-31 18:20:00,Batería,Cali,Previsora Seguros,114,23.0,Completado,101196
SRV013113,2024-02-23 09:32:00,Grúa,Medellín,Sura Seguros,89,58.0,Completado,221377
SRV000007,2024-03-25 02:32:00,Batería,Barranquilla,Ecopetrol,134,31.0,Completado,111792
SRV014732,2024-04-14 19:59:00,Grúa,BOGOTA,Grupo Argos,53,46.0,Completado,278519
SRV008443,2024-06-10 09:25:00,Ambulancia, Bogotá,Zurich Seguros,9,21.0,Completado,297931
SRV007148,2024-06-18 06:54:00,Batería,Medellín,Sura Seguros,85,15.0,Completado,99029
SRV002879,2024-06-01 09:26:00,Cerrajería,Bogotá,BBVA Colombia,17,54.0,Completado,143266
SRV007494,2024-03-29 13:56:00,Batería,Medellín,Seguros Generales,65,40.0,Completado,52797
SRV005882,2024-06-06 21:45:00,Grúa,Cali,Mundial Seguros,99,72.0,Completado,271570
SRV002640,2024-05-24 08:03:00,Batería,Medellín,Seguros Generales,89,16.0,Completado,129099
SRV001003,2024-01-25 16:09:00,Grúa,Barranquilla,Banco de Bogotá,140,59.0,Completado,283601
SRV001555,2024-06-02 00:14:00,Batería,Cali,Mundial Seguros,96,32.0,Completado,134035
SRV002021,2024-05-09 03:35:00,Grúa,Cali,Seguros del Estado,115,36.0,Completado,254977
SRV012255,2024-06-01 14:23:00,Grúa,Medellín,AXA Colpatria,93,78.0,Completado,173963
SRV006552,2024-09-03 00:42:00,Batería,Cali,Bancolombia,120,19.0,Completado,129394
SRV003168,2024-02-24 08:28:00,Grúa,Medellín,Seguros Generales,73,,Cancelado,254865
SRV014823,2024-04-29 06:24:00,Grúa,Medellín,Banco de Bogotá,81,38.0,Completado,180695
SRV012177,2024-04-30 04:39:00,Grúa,Bogotá,Grupo Nutresa,48,,Completado,266158
SRV014775,2024-06-10 14:12:00,Grúa,Bogotá,Banco de Bogotá,31,52.0,Completado,257058
SRV000698,2024-05-07 16:24:00,Grúa,Bogotá,Zurich Seguros,28,,Completado,258776
SRV013514,2024-04-20 01:45:00,Ambulancia,Cali,BBVA Colombia,109,9.0,Completado,443787
SRV003365,2024-03-15 01:31:00,Grúa,Cali,Seguros Generales,116,107.0,Completado,276138
SRV007027,2024-06-02 21:03:00,Grúa,Barranquilla,Seguros Generales,128,89.0,Completado,258742
SRV001175,2024-01-11 23:28:00,Cerrajería,Medellín,Allianz Seguros,64,28.0,Completado,98252
SRV001751,2024-05-11 09:53:00,Grúa,Bogotá,Seguros Bolivar,49,53.0,Completado,281262
SRV014336,2024-05-17 02:23:00,Grúa,Medellín,BBVA Colombia,73,50.0,Completado,220164
SRV012012,2024-06-11 00:19:00,Cerrajería,Bogotá,Previsora Seguros,39,49.0,Completado,155809
SRV014454,2024-01-18 18:24:00,Cerrajería,Bogotá,Mundial Seguros,40,24.0,Completado,152580
SRV007397,2024-03-08 23:18:00,Grúa,Bogotá,AXA Colpatria,55,56.0,Cancelado,292741
SRV006170,2024-06-16 23:58:00,Ambulancia,Medellín,Seguros Bolivar,66,,Cancelado,328120
SRV009406,2024-04-27 18:23:00,Grúa,Medellín,HDI Seguros,94,33.0,Completado,304135
SRV007981,2024-05-21 02:52:00,Grúa,Medellín,Allianz Seguros,79,58.0,Completado,328990
SRV013170,2024-04-18 17:33:00,Grúa,Bogotá,Previsora Seguros,19,52.0,Completado,144835
SRV000324,2024-05-03 15:15:00,Batería,Bogotá,SBS Seguros,48,22.0,Completado,98127
SRV004258,2024-04-19 06:30:00,Cerrajería,Cali,Equidad Seguros,105,48.0,Completado,76296
SRV011114,2024-06-13 12:57:00,Batería,Cali,Scotiabank Colpatria,122,25.0,Completado,96662
SRV007451,2024-02-01 01:06:00,Grúa,Cali,Mundial Seguros,115,,Cancelado,228521
SRV014604,2024-06-27 15:53:00,Grúa,Medellín,Grupo Nutresa,84,57.0,Completado,267162
SRV003292,2024-01-19 17:38:00,Ambulancia,Cali,Grupo Nutresa,121,,Completado,198470
SRV007080,2024-01-09 20:20:00,Cerrajería,Cali,Liberty Seguros,111,,Cancelado,95472
SRV012838,2024-04-05 11:04:00,Cerrajería,BOGOTA,Ecopetrol,37,38.0,Completado,124254
SRV004572,2024-02-15 14:27:00,Grúa,Barranquilla,Grupo Argos,135,77.0,Completado,249277
SRV003044,2024-06-21 15:43:00,Grúa,Medellín,HDI Seguros,67,24.0,Completado,270966
SRV000704,2024-01-19 14:11:00,Cerrajería,Bogotá,Sura Seguros,14,57.0,Completado,140462
SRV000556,2024-06-14 02:39:00,Grúa,Bogotá,Grupo Nutresa,42,,Cancelado,180550
SRV005896,2024-02-07 18:47:00,Grúa,Barranquilla,Scotiabank Colpatria,126,63.0,Completado,250382
SRV008883,2024-03-17 18:28:00,Grúa,Medellín,Previsora Seguros,94,71.0,Completado,287076
SRV000543,2024-02-09 20:04:00,Grúa,Cali,Cardif Seguros,100,40.0,Completado,230215
SRV006255,2024-01-14 06:13:00,Cerrajería,Medellín,Seguros del Estado,88,28.0,Completado,94725
SRV013224,2024-04-24 19:09:00,Grúa,Barranquilla,Sura Seguros,143,,Cancelado,240160
SRV012254,2024-02-21 03:10:00,Cerrajería,Cali,Grupo Argos,106,30.0,Completado,85776
SRV000308,2024-01-14 06:33:00,Batería,Medellín,Ecopetrol,67,30.0,Completado,83144
SRV014289,2024-01-10 10:09:00,Cerrajería,Bogotá,Equidad Seguros,26,34.0,Completado,123086
SRV008622,2024-06-15 05:38:00,Grúa,Bogotá,Seguros Bolivar,33,42.0,Completado,308644
SRV009092,2024-02-10 11:36:00,Grúa,Bogotá,Banco de Bogotá,10,81.0,Completado,242748
SRV004083,2024-02-20 23:41:00,Grúa,Medellín,Previsora Seguros,61,77.0,Completado,230646
SRV004696,2024-01-05 20:50:00,Batería,Medellín,Mundial Seguros,71,12.0,Completado,76909
SRV003239,2024-01-03 15:58:00,Batería,Medellín,Equidad Seguros,90,43.0,Completado,93468
SRV008643,2024-03-14 08:19:00,Cerrajería,Cali,Bancolombia,104,37.0,Completado,114146
SRV010800,2024-05-16 20:04:00,Grúa,Bogotá,Bancolombia,47,57.0,Completado,254452
SRV004094,2024-01-31 07:25:00,Batería,BOGOTA,Previsora Seguros,9,25.0,Completado,117367
SRV014386,2024-06-15 07:44:00,Cerrajería,Bogotá,Scotiabank Colpatria,43,32.0,Completado,133562
SRV004952,2024-05-29 00:40:00,Cerrajería,Bogotá,Grupo Argos,41,32.0,Completado,140805
SRV001226,2024-06-28 07:27:00,Batería,Cali,Seguros del Estado,120,25.0,Completado,91432
SRV005937,2024-05-13 13:57:00,Grúa,Medellín,Seguros Generales,82,47.0,Completado,340147
SRV004760,2024-10-05 10:03:00,Grúa,Bogotá,HDI Seguros,28,63.0,Completado,285229
SRV008160,2024-04-21 08:10:00,Grúa,Bogotá,Cardif Seguros,52,71.0,Completado,142712
SRV008449,2024-06-07 10:22:00,Grúa,Bogotá,Avianca,11,71.0,Completado,200665
SRV000533,2024-04-21 03:15:00,Batería,Medellín,Grupo Argos,88,,Cancelado,78490
SRV010827,2024-03-10 12:01:00,Cerrajería,Cali,Avianca,118,35.0,Completado,109674
SRV008112,2024-05-12 04:44:00,Batería,Bogotá,Previsora Seguros,8,21.0,Completado,130035
SRV014429,2024-06-16 07:57:00,Cerrajería,Bogotá,HDI Seguros,32,29.0,Completado,142024
SRV007622,2024-03-25 01:38:00,Grúa,Cali,Mundial Seguros,104,63.0,Completado,187211
SRV008752,2024-05-26 22:50:00,Cerrajería,Barranquilla,Grupo Argos,136,42.0,Completado,113179
SRV006405,2024-06-02 04:33:00,Batería,Cali,Equidad Seguros,104,21.0,Completado,98904
SRV004672,2024-06-14 16:22:00,Batería,Medellín,Ecopetrol,90,22.0,Completado,83767
SRV005277,2024-03-03 12:01:00,Ambulancia,Cali,Seguros del Estado,123,17.0,Completado,334201
SRV006682,2024-01-19 04:42:00,Batería,Bogotá,Grupo Argos,9,23.0,Completado,91653
SRV011494,2024-06-30 04:19:00,Cerrajería,Medellín,HDI Seguros,71,46.0,Completado,87918
SRV013618,2024-03-14 09:05:00,Grúa,Medellín,Mapfre Colombia,62,52.0,Completado,284935
SRV013204,2024-05-07 19:08:00,Batería,Barranquilla,Grupo Nutresa,145,17.0,Completado,124791
SRV002105,2024-03-22 20:18:00,Grúa,Bogotá,Seguros Bolivar,34,113.0,Completado,280475
SRV002819,2024-06-12 19:57:00,Cerrajería,Bogotá,Allianz Seguros,32,27.0,Completado,151356
SRV008508,2024-06-13 00:25:00,Batería,Barranquilla,Seguros del Estado,147,38.0,Completado,145805
SRV006043,2024-05-21 18:12:00,Cerrajería,Barranquilla,Grupo Éxito,126,45.0,Completado,104894
SRV004653,2024-03-11 15:12:00,Grúa,Bogota D.C.,BBVA Colombia,4,75.0,Completado,204226
SRV001364,2024-06-24 20:41:00,Grúa,Bogotá,Mundial Seguros,25,69.0,Completado,220959
SRV002322,2024-01-29 09:28:00,Batería,Barranquilla,Bancolombia,128,21.0,Completado,99287
SRV001183,2024-06-05 20:27:00,Batería, Bogotá,Seguros Generales,35,27.0,Completado,70037
SRV014669,2024-01-23 20:46:00,Grúa,Bogotá,AXA Colpatria,39,-5.0,Completado,253515
SRV013389,2024-01-05 13:07:00,Batería,Cali,Previsora Seguros,99,25.0,Completado,78564
SRV004411,2024-01-22 18:45:00,Cerrajería,Medellín,Allianz Seguros,89,,Cancelado,105939
SRV013083,2024-06-22 20:42:00,Batería,Barranquilla,Grupo Éxito,147,21.0,Completado,124387
SRV012318,2024-01-28 14:30:00,Grúa,Barranquilla,BBVA Colombia,135,79.0,Completado,247756
SRV008901,2024-04-29 23:00:00,Ambulancia,Medellín,HDI Seguros,67,30.0,Completado,299952
SRV002391,2024-06-06 15:44:00,Cerrajería,Barranquilla,Previsora Seguros,144,49.0,Completado,98515
SRV011072,2024-01-15 22:37:00,Batería,Cali,Grupo Éxito,100,18.0,Completado,87297
SRV004367,2024-02-05 15:48:00,Cerrajería,Cali,Mapfre Colombia,103,45.0,Completado,86438
SRV011051,2024-03-17 02:24:00,Grúa,Cali,Previsora Seguros,122,74.0,Cancelado,238438
SRV013762,2024-06-07 18:36:00,Cerrajería,Medellín,Seguros Bolivar,87,26.0,Completado,153590
SRV007954,2024-11-03 15:19:00,Grúa,Medellín,Seguros Bolivar,93,81.0,Completado,205728
SRV005538,2024-03-24 09:40:00,Batería,Barranquilla,AXA Colpatria,148,27.0,Completado,126856
SRV012323,2024-06-08 15:12:00,Grúa,Cali,HDI Seguros,118,60.0,Completado,262869
SRV012688,2024-02-16 08:00:00,Grúa,Bogotá,Grupo Éxito,54,93.0,Completado,117867
SRV003660,2024-03-31 13:30:00,Batería,Barranquilla,Cardif Seguros,150,27.0,Completado,96384
SRV010864,2024-02-29 10:52:00,Cerrajería,BOGOTA,Mundial Seguros,37,36.0,Completado,99231
SRV005182,2024-01-29 22:45:00,Batería,Bogota D.C.,Avianca,22,27.0,Completado,116045
SRV003735,2024-02-28 18:02:00,Grúa,Bogotá,Seguros del Estado,28,31.0,Completado,263600
SRV014547,2024-09-03 08:51:00,Grúa,Medellín,Grupo Éxito,68,57.0,Completado,233334
SRV002039,2024-03-28 02:35:00,Grúa,Medellín,Banco Davivienda,71,71.0,Completado,281204
SRV013401,2024-04-17 19:28:00,Grúa,Medellín,BBVA Colombia,76,-15.0,Completado,264107
SRV010993,2024-03-18 19:57:00,Grúa,Bogotá,Zurich Seguros,55,65.0,Completado,159605
SRV012712,2024-05-30 08:42:00,Grúa,Bogotá,Banco de Bogotá,53,98.0,Completado,228856
SRV007617,2024-05-31 17:49:00,Batería,Barranquilla,Banco Davivienda,139,24.0,Completado,128823
SRV009746,2024-01-22 04:35:00,Grúa,Medellín,Cardif Seguros,81,46.0,Completado,218308
SRV000062,2024-06-18 03:56:00,Grúa,Bogotá,Ecopetrol,16,72.0,Completado,203006
SRV010054,2024-03-18 11:13:00,Cerrajería,BOGOTA,Allianz Seguros,10,26.0,Completado,143702
SRV012662,2024-06-07 18:49:00,Batería,Cali,Seguros del Estado,123,18.0,Completado,72477
SRV005093,2024-06-23 13:04:00,Batería,Cali,Zurich Seguros,97,21.0,Completado,95833
SRV007848,2024-01-29 14:04:00,Cerrajería,Barranquilla,AXA Colpatria,138,29.0,Completado,99935
SRV001154,2024-04-05 20:34:00,Cerrajería,Cali,Scotiabank Colpatria,105,30.0,Completado,77618
SRV011524,2024-06-03 06:30:00,Ambulancia,Cali,AXA Colpatria,100,28.0,Completado,291567
SRV008214,2024-03-05 11:51:00,Batería,Bogota D.C.,Sura Seguros,37,19.0,Cancelado,99013
SRV005539,2024-01-10 19:07:00,Cerrajería,Barranquilla,Seguros del Estado,146,,Cancelado,137269
SRV014783,2024-06-22 21:33:00,Ambulancia,Bogotá,BBVA Colombia,54,17.0,Completado,289767
SRV000170,2024-02-26 15:14:00,Grúa,Cali,Bancolombia,125,,Cancelado,236262
SRV012895,2024-02-12 07:13:00,Cerrajería,Bogotá,Previsora Seguros,6,25.0,Completado,97732
SRV014136,2024-06-29 21:39:00,Batería,Bogotá,Previsora Seguros,48,,Completado,78447
SRV010299,2024-02-04 05:47:00,Grúa,Bogotá,Previsora Seguros,19,46.0,Completado,286571
SRV005694,2024-01-09 12:40:00,Grúa,Cali,Equidad Seguros,106,66.0,Completado,191311
SRV001476,2024-06-13 17:24:00,Grúa,Bogotá,Previsora Seguros,43,73.0,Completado,223951
SRV004931,2024-01-12 00:54:00,Cerrajería,Bogotá,Mundial Seguros,26,26.0,Completado,139169
SRV004504,2024-05-04 01:23:00,Grúa,Cali,Seguros Bolivar,124,68.0,Completado,181402
SRV007355,2024-04-30 12:19:00,Ambulancia,Medellín,Banco Davivienda,68,,Cancelado,355169
SRV004592,2024-03-09 21:16:00,Ambulancia,Medellín,Equidad Seguros,90,27.0,Completado,299526
SRV005293,2024-02-08 01:20:00,Grúa,Medellín,Scotiabank Colpatria,63,,Cancelado,223604
SRV014020,2024-01-08 16:11:00,Cerrajería,Bogotá,Previsora Seguros,14,33.0,Completado,155119
SRV007829,2024-02-08 00:51:00,Grúa,Bogotá,Liberty Seguros,18,75.0,Completado,281612
SRV009674,2024-05-12 16:36:00,Batería,Barranquilla,Bancolombia,144,22.0,Cancelado,130548
SRV007704,2024-03-24 10:12:00,Cerrajería,Barranquilla,Banco Davivienda,138,31.0,Completado,167096
SRV005897,2024-01-09 23:57:00,Cerrajería,Medellín,Seguros Generales,77,50.0,Completado,153566
SRV003088,2024-03-13 10:03:00,Cerrajería,Cali,Liberty Seguros,113,22.0,Completado,103165
SRV008429,2024-06-05 12:14:00,Grúa,Bogotá,Seguros del Estado,29,29.0,Completado,191280
SRV001983,2024-03-19 18:22:00,Batería,Bogotá,Banco de Bogotá,32,18.0,Completado,118021
SRV000362,2024-01-15 09:22:00,Ambulancia,Bogotá,Grupo Argos,48,19.0,Completado,377820
SRV006211,2024-03-14 17:10:00,Grúa,Barranquilla,Scotiabank Colpatria,146,68.0,Completado,206657
SRV003360,2024-05-25 12:03:00,Batería,Medellín,HDI Seguros,71,22.0,Completado,87403
SRV004901,2024-05-02 09:18:00,Grúa,Bogotá,Equidad Seguros,31,104.0,Completado,317065
SRV001678,2024-02-10 03:26:00,Grúa,BOGOTA,Previsora Seguros,57,15.0,Completado,227088
SRV004483,2024-05-08 16:46:00,Grúa,Bogotá,Scotiabank Colpatria,46,34.0,Completado,224452
SRV000213,2024-06-06 17:49:00,Cerrajería,Cali,Bancolombia,111,29.0,Completado,77785
SRV013038,2024-04-11 23:08:00,Grúa,Cali,Grupo Nutresa,96,101.0,Cancelado,274702
SRV002470,2024-06-10 15:31:00,Grúa,Cali,Cardif Seguros,98,65.0,Completado,271176
SRV009293,2024-02-22 13:23:00,Cerrajería,Bogotá,Previsora Seguros,60,60.0,Completado,81044
SRV002131,2024-06-11 18:27:00,Grúa,Barranquilla,SBS Seguros,127,69.0,Completado,247550
SRV014553,2024-05-17 12:07:00,Cerrajería,Barranquilla,Ecopetrol,145,40.0,Completado,146525
SRV006030,2024-03-28 17:22:00,Ambulancia,Barranquilla,Seguros Generales,148,,Completado,261840
SRV005571,2024-06-02 20:20:00,Cerrajería,Bogotá,Grupo Argos,24,43.0,Completado,111391
SRV006693,2024-06-04 07:47:00,Grúa,Cali,Banco Davivienda,100,-15.0,Completado,206201
SRV011864,2024-04-18 02:15:00,Grúa,Medellín,Grupo Éxito,86,62.0,Completado,293391
SRV008188,2024-12-05 20:24:00,Cerrajería,Medellín,Banco de Bogotá,81,30.0,Completado,162802
SRV012733,2024-06-09 16:47:00,Grúa,Bogotá,Equidad Seguros,1,53.0,Completado,248743
SRV000299,2024-01-27 05:21:00,Grúa,Cali,Seguros Bolivar,118,75.0,Completado,294237
SRV010766,2024-06-30 09:46:00,Ambulancia,Cali,Grupo Nutresa,124,8.0,Completado,293319
SRV006488,2024-01-11 06:37:00,Cerrajería,Bogotá,Bancolombia,29,52.0,Completado,135402
SRV003730,2024-03-19 13:56:00,Grúa,Bogotá,AXA Colpatria,16,78.0,Completado,297901
SRV011899,2024-04-20 13:28:00,Grúa,Bogotá,AXA Colpatria,17,58.0,Completado,346793
SRV014204,2024-03-25 09:34:00,Grúa,Medellín,Bancolombia,75,71.0,Completado,190760
SRV012988,2024-02-04 05:01:00,Cerrajería,BOGOTA,Bancolombia,52,38.0,Completado,55496
SRV014475,2024-03-04 08:51:00,Batería,Cali,Grupo Nutresa,105,23.0,Completado,121488
SRV014400,2024-03-21 03:55:00,Batería,Barranquilla,Liberty Seguros,128,20.0,Completado,71561
SRV000251,2024-01-04 18:18:00,Grúa,Bogotá,HDI Seguros,3,,Cancelado,207473
SRV000630,2024-02-08 17:46:00,Cerrajería,Medellín,Grupo Argos,82,25.0,Completado,168874
SRV014082,2024-05-02 14:29:00,Grúa,Cali,Ecopetrol,116,76.0,Completado,229921
SRV007327,2024-01-02 08:40:00,Grúa,Bogotá,Liberty Seguros,54,71.0,Completado,335320
SRV007433,2024-02-25 08:57:00,Grúa,Medellín,BBVA Colombia,93,53.0,Completado,233613
SRV009627,2024-03-10 11:52:00,Cerrajería,Barranquilla,Seguros del Estado,138,37.0,Completado,93334
SRV009345,2024-03-07 14:29:00,Grúa,Bogotá,Seguros del Estado,22,55.0,Completado,356929
SRV013567,2024-01-27 08:51:00,Batería,Cali,Allianz Seguros,102,23.0,Completado,74597
SRV001616,2024-03-29 09:08:00,Grúa,Bogota D.C.,Grupo Éxito,12,58.0,Completado,256073
SRV001674,2024-03-10 12:44:00,Grúa,Bogotá,Mapfre Colombia,6,74.0,Completado,275075
SRV000788,2024-05-01 16:29:00,Grúa,Medellín,Grupo Éxito,80,56.0,Completado,219158
SRV013414,2024-01-10 08:51:00,Batería,Medellín,SBS Seguros,92,11.0,Completado,94654
SRV000090,2024-06-20 23:51:00,Batería,Medellín,Scotiabank Colpatria,71,,Cancelado,82993
SRV013115,2024-01-07 06:37:00,Grúa,Cali,AXA Colpatria,122,93.0,Completado,277695
SRV009879,2024-06-20 09:12:00,Batería,Bogotá,AXA Colpatria,11,36.0,Completado,142956
SRV012633,2024-01-26 01:39:00,Batería,Cali,Seguros Generales,104,16.0,Completado,108310
SRV002493,2024-05-13 09:36:00,Batería,Medellín,Zurich Seguros,74,41.0,Completado,119103
SRV012867,2024-01-14 21:03:00,Grúa,Medellín,Scotiabank Colpatria,74,38.0,Completado,371789
SRV003902,2024-02-22 17:03:00,Grúa,Medellín,Previsora Seguros,69,57.0,Completado,203135
SRV008399,2024-05-27 11:00:00,Grúa,Bogotá,Cardif Seguros,20,98.0,Completado,238438
SRV001288,2024-02-11 15:22:00,Grúa,Bogotá,Grupo Argos,60,92.0,Completado,312554
SRV011738,2024-02-06 03:29:00,Batería,Medellín,Scotiabank Colpatria,66,,Completado,123550
SRV005570,2024-03-11 08:29:00,Grúa,Cali,Grupo Nutresa,112,57.0,Completado,226890
SRV014973,2024-06-28 19:54:00,Batería,Cali,Previsora Seguros,105,30.0,Completado,69082
SRV005109,2024-05-20 23:26:00,Cerrajería,Bogotá,AXA Colpatria,34,22.0,Completado,96538
SRV000003,2024-02-28 18:14:00,Grúa,Cali,Seguros Bolivar,111,99.0,Completado,293679
SRV001801,2024-05-14 07:11:00,Grúa, Bogotá,Grupo Argos,56,96.0,Completado,262336
SRV003295,2024-04-12 02:01:00,Grúa,Bogotá,Avianca,11,64.0,Completado,359568
SRV005294,2024-06-02 13:55:00,Batería,Cali,AXA Colpatria,110,13.0,Completado,114102
SRV009218,2024-05-07 05:47:00,Batería,Cali,AXA Colpatria,107,35.0,Completado,90023
SRV005791,2024-04-11 15:51:00,Batería,Medellín,HDI Seguros,93,26.0,Completado,104551
SRV005689,2024-02-20 11:31:00,Batería,Medellín,BBVA Colombia,74,23.0,Completado,89300
SRV000513,2024-06-22 21:37:00,Ambulancia,Barranquilla,Previsora Seguros,128,16.0,Completado,221352
SRV001016,2024-04-21 20:50:00,Grúa,Bogota D.C.,Scotiabank Colpatria,15,78.0,Completado,375148
SRV007493,2024-03-13 00:57:00,Ambulancia,Cali,Bancolombia,102,22.0,Completado,317177
SRV008902,2024-02-15 11:22:00,Grúa,Bogotá,Scotiabank Colpatria,55,36.0,Completado,257251
SRV002130,2024-06-01 14:40:00,Batería,Barranquilla,SBS Seguros,138,27.0,Completado,52282
SRV004508,2024-06-08 10:23:00,Grúa,Cali,Seguros Bolivar,118,67.0,Completado,309984
SRV007177,2024-01-28 07:57:00,Grúa,Bogotá,Zurich Seguros,3,75.0,Completado,313330
SRV009148,2024-01-17 01:18:00,Ambulancia,Medellín,Grupo Éxito,94,22.0,Completado,294865
SRV004384,2024-06-06 10:07:00,Batería,Medellín,Ecopetrol,75,33.0,Completado,89626
SRV011679,2024-03-05 19:58:00,Grúa,Bogotá,Grupo Éxito,42,53.0,Completado,304696
SRV006029,2024-03-08 04:45:00,Grúa,Cali,Grupo Éxito,107,12.0,Completado,236408
SRV010520,2024-05-29 19:46:00,Grúa,Barranquilla,Mapfre Colombia,141,47.0,Completado,209536
SRV004405,2024-06-03 20:21:00,Grúa,Bogotá,SBS Seguros,7,64.0,Completado,214372
SRV006312,2024-01-21 10:35:00,Ambulancia,BOGOTA,Cardif Seguros,42,18.0,Completado,412425
SRV014432,2024-05-21 19:05:00,Grúa,Medellín,Banco de Bogotá,85,78.0,Completado,238745
SRV005178,2024-01-07 11:13:00,Cerrajería,Barranquilla,Zurich Seguros,150,,Completado,155347
SRV008843,2024-01-19 19:55:00,Grúa,Bogotá,Bancolombia,7,84.0,Completado,115453
SRV002929,2024-02-19 15:20:00,Cerrajería,Bogotá,Grupo Nutresa,36,42.0,Completado,117858
SRV007183,2024-02-08 00:20:00,Grúa,Medellín,Allianz Seguros,78,53.0,Completado,162775
SRV003141,2024-03-09 09:41:00,Cerrajería, Bogotá,Seguros Bolivar,51,45.0,Completado,174222
SRV014905,2024-01-11 09:07:00,Grúa,Medellín,HDI Seguros,88,91.0,Completado,214331
SRV004296,2024-05-19 19:21:00,Cerrajería,Medellín,Scotiabank Colpatria,71,39.0,Completado,150991
SRV008962,2024-07-03 22:20:00,Grúa,Bogotá,Seguros del Estado,36,46.0,Completado,282501
SRV006088,2024-06-28 21:24:00,Grúa,Medellín,SBS Seguros,73,27.0,Cancelado,238263
SRV010717,2024-04-13 09:16:00,Batería,Bogotá,Sura Seguros,58,33.0,Completado,52223
SRV000687,2024-04-22 01:08:00,Ambulancia,Bogotá,Ecopetrol,58,19.0,Completado,312775
SRV001341,2024-03-24 10:28:00,Grúa,Bogotá,Sura Seguros,12,34.0,Completado,216499
SRV001677,2024-06-27 23:03:00,Grúa,Medellín,Banco de Bogotá,68,77.0,Completado,267326
SRV014808,2024-03-24 11:36:00,Grúa,Cali,Allianz Seguros,98,53.0,Completado,275224
SRV007927,2024-06-12 14:23:00,Batería,Medellín,Mapfre Colombia,83,13.0,Completado,66383
SRV001316,2024-01-23 17:29:00,Cerrajería,Medellín,Mundial Seguros,65,39.0,Completado,87502
SRV014792,2024-02-02 10:00:00,Cerrajería,Cali,Grupo Argos,116,36.0,Completado,133530
SRV007951,2024-03-04 01:29:00,Batería, Bogotá,Bancolombia,44,18.0,Completado,53922
SRV003122,2024-04-19 06:22:00,Batería,Cali,Grupo Argos,112,17.0,Completado,134482
SRV006145,2024-01-11 06:05:00,Batería,Barranquilla,Grupo Éxito,139,26.0,Completado,127357
SRV006903,2024-03-28 19:46:00,Ambulancia,Bogotá,Equidad Seguros,57,17.0,Completado,324794
SRV000222,2024-03-07 10:17:00,Batería,BOGOTA,Mapfre Colombia,35,22.0,Completado,75192
SRV001536,2024-04-26 01:58:00,Batería,Medellín,AXA Colpatria,70,20.0,Completado,107378
SRV000661,2024-05-11 12:52:00,Batería,Barranquilla,Bancolombia,149,12.0,Completado,122443
SRV001160,2024-04-01 00:31:00,Grúa,Barranquilla,Grupo Éxito,130,54.0,Completado,278195
SRV014668,2024-03-26 03:10:00,Grúa,Bogotá,Avianca,1,80.0,Completado,189367
SRV008501,2024-03-27 19:39:00,Cerrajería,Medellín,Grupo Argos,64,30.0,Cancelado,153393
SRV009170,2024-01-25 00:20:00,Grúa,Bogotá,SBS Seguros,24,56.0,Completado,337301
SRV014834,2024-01-25 18:07:00,Cerrajería,Bogotá,Liberty Seguros,29,47.0,Completado,129475
SRV006089,2024-04-07 22:30:00,Batería,Bogotá,Grupo Argos,49,28.0,Completado,111239
SRV010323,2024-01-16 02:25:00,Ambulancia,Medellín,Bancolombia,78,17.0,Completado,409863
SRV001031,2024-02-05 22:46:00,Grúa,Bogotá,Seguros del Estado,35,80.0,Completado,289806
SRV002823,2024-02-25 18:30:00,Batería,Cali,Grupo Nutresa,102,30.0,Completado,117906
SRV013183,2024-05-12 15:12:00,Cerrajería,Medellín,Allianz Seguros,73,34.0,Completado,125782
SRV013826,2024-02-26 03:27:00,Grúa,Bogotá,Bancolombia,1,77.0,Completado,214520
SRV004210,2024-06-22 07:53:00,Batería,Bogotá,Banco de Bogotá,51,9.0,Completado,111075
SRV011736,2024-02-11 09:10:00,Batería,Medellín,Allianz Seguros,71,22.0,Completado,65916
SRV012694,2024-01-22 20:32:00,Batería,Cali,Allianz Seguros,108,,Completado,91899
SRV004041,2024-01-29 02:21:00,Cerrajería,Medellín,Seguros Generales,67,35.0,Completado,153774
SRV008608,2024-04-22 15:22:00,Batería,Bogotá,Banco de Bogotá,41,31.0,Completado,81841
SRV000728,2024-02-11 10:59:00,Ambulancia,Cali,Banco de Bogotá,108,26.0,Completado,277466
SRV003811,2024-02-14 13:15:00,Grúa,Bogotá,Scotiabank Colpatria,31,119.0,Completado,319277
SRV014127,2024-01-24 01:59:00,Cerrajería,Bogota D.C.,Banco de Bogotá,10,41.0,Completado,85353
SRV013676,2024-03-23 04:38:00,Ambulancia,Bogotá,Banco Davivienda,7,7.0,Completado,273825
SRV003243,2024-09-05 19:24:00,Grúa,Barranquilla,SBS Seguros,138,30.0,Completado,280840
